new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,performance
4.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,32.254
1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,119.808
2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,63.176
3.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,43.758
4.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,43.22
1.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,159.64
2.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,84.948
3.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,59.254
4.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,24.574
1.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,89.736
2.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,47.492
3.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,32.29
4.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,32.276
1.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,119.64
2.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,63.276
3.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,43.934
4.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,43.168
1.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,159.606
2.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,84.858
3.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,59.254
4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,23.724
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,89.17
2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,46.894
3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,32.082
4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,32.09
1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,118.986
2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,63.11
3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,44.13
4.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,43.126
1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,159.008
2.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,84.682
3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,59.552
4.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,24.108
1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,88.966
2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,47.29
3.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,32.154
4.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,31.878
1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,119.08
2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,62.966
3.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,43.746
4.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,43.018
1.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,158.678
2.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,84.89
3.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,59.422
4.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,24.49
1.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,89.06
2.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,47.084
3.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,32.116
4.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,32.054
1.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,118.872
2.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,63.122
3.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,43.968
4.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,42.986
1.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,158.828
2.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,84.698
3.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,59.394
4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,24.092
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,89.394
2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,47.396
3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,32.242
4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,36.71
1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,134.874
2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,71.774
3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.058
4.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,50.664
1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,186.28
2.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,99.608
3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,71.736
4.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,23.932
1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,89.358
2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,47.66
3.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,32.136
4.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,36.598
1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,134.872
2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,71.738
3.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,50.784
4.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,50.748
1.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,186.254
2.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,99.992
3.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,71.926
4.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,23.916
1.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,89.566
2.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,47.506
3.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,32.162
4.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,36.864
1.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,134.842
2.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,71.572
3.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.372
4.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,50.912
1.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,186.39
2.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,99.82
3.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,71.806
4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,23.824
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,88.856
2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,46.852
3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,32.182
4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,36.338
1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,133.818
2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,71.572
3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,51.016
4.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,50.78
1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,185.524
2.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,99.848
3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,71.706
4.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,23.858
1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,88.866
2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,47.05
3.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,31.848
4.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,36.488
1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,133.926
2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,71.32
3.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,51.16
4.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,50.568
1.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,185.546
2.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,99.708
3.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,71.788
4.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,23.672
1.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,88.836
2.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,47.042
3.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,31.88
4.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,36.124
1.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,133.926
2.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,71.35
3.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,51.006
4.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,50.714
1.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,185.71
2.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,99.7
3.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,71.682
4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,22.522
1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,81.772
2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,43.84
3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,29.93
4.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,30.44
1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,111.892
2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,59.736
3.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,41.47
4.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,41.408
1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,151.222
2.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,80.848
3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,56.51
4.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,23.338
1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,82.224
2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,44.094
3.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,30.368
4.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,31.276
1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,112.362
2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,59.97
3.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,41.978
4.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,41.794
1.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,151.802
2.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,81.36
3.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,57.08
4.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,23.762
1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,82.786
2.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,44.476
3.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,30.954
4.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,31.706
1.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,113.098
2.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,60.37
3.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,42.322
4.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,42.452
1.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,152.176
2.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,81.854
3.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,57.38
4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,22.396
1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,81.566
2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,43.44
3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,29.768
4.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,30.506
1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,111.708
2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,59.592
3.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,41.704
4.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,41.228
1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,150.756
2.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,80.994
3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,56.712
4.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,23.338
1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,82.328
2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,43.96
3.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,30.64
4.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,30.974
1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,112.49
2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,60.142
3.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,41.992
4.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,41.782
1.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,151.24
2.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,81.296
3.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,57.232
4.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,24.142
1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,82.764
2.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,44.588
3.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,31.342
4.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,31.842
1.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,112.784
2.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,60.528
3.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,42.782
4.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,42.596
1.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,151.834
2.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,81.794
3.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,57.88
4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,22.496
1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,81.904
2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,43.496
3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,29.714
4.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,34.118
1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,124.226
2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,66.262
3.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,47.146
4.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,47.374
1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,172.726
2.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,92.83
3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,66.864
4.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,22.998
1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,82.35
2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,43.914
3.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,30.452
4.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,34.536
1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,125.044
2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,66.914
3.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,47.934
4.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,48.032
1.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,173.328
2.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,93.188
3.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,66.962
4.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,23.896
1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,82.738
2.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,44.472
3.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,30.912
4.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,35.498
1.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,125.33
2.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,67.2
3.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,48.156
4.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,48.272
1.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,173.74
2.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,93.232
3.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,67.632
4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,22.746
1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,81.744
2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,43.664
3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,29.906
4.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,33.828
1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,123.932
2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,66.294
3.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,47.484
4.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,47.432
1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,172.216
2.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,92.544
3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,66.96
4.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,23.194
1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,82.154
2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,44.238
3.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,30.544
4.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,34.452
1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,124.628
2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,66.648
3.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,47.766
4.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,47.796
1.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,172.904
2.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,93.156
3.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,67.264
4.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,23.934
1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,82.696
2.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,44.616
3.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,31.134
4.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,35.368
1.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,125.194
2.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,67.166
3.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,48.484
4.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,48.304
1.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,173.418
2.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,93.74
3.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,67.826
4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,23.984
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,88.67
2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,47.116
3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,31.864
4.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,30.226
1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,113.43
2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,59.958
3.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,40.706
4.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,39.534
1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,147.498
2.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,77.542
3.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,52.63
4.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,23.734
1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,88.706
2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,47.146
3.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,31.712
4.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,30.378
1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,113.57
2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,59.654
3.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,40.562
4.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,39.394
1.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,147.528
2.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,77.904
3.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,52.842
4.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,23.756
1.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,88.962
2.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,47.032
3.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,31.768
4.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,30.562
1.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,113.642
2.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,59.836
3.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,40.654
4.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,39.63
1.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,147.684
2.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,77.566
3.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,52.586
4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,23.582
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,88.27
2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,46.958
3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,31.424
4.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,30.604
1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,113.046
2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,59.64
3.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,40.47
